name,category,subcategory,website,url,description,contact_person,email,phone,location
Stack Virtual,Virtual Tours,Real Estate,http://www.stackvirtual.com/,http://www.vrmeister.com/stack-virtual/,"We’re a leading VR Startup in SEA working on Architectural Visualization for the Real Estate Industry.
Our team has a plethora of skilled Unity Developers and 3D artists.",Max,info@stackvirtual.com,,United States
Studio216,Virtual Tours,Real Estate,http://www.studio216.com/,http://www.vrmeister.com/studio216/,"Virtual Experience Is our Passion
We are a digital production agency that enables our clients to experience the unbuilt environment. Our award winning media, visualization and mobile applications bring virtual reality to life by crafting the story of place.
We believe that design matters – whether you are designing a space, a font, an app or a virtual experience.
We believe that ‘less is more’ and you can see this ethos of simplicity across all our work.
We tap into our architectural heritage to consider all the different ways that users interact with our product and experience the virtual environments we create.
Studio216 is based in Seattle with offices in San Francisco and Shanghai.",,INFO@STUDIO216.COM,(206) 212-1631,United States
iViewing UK,Virtual Tours,Real Estate,http://iviewing.co.uk/,http://www.vrmeister.com/iviewing-uk/,"What is a 360º Virtual Reality Tour?
A 360º virtual tour is an interactive tour of any property, home or location. A series of  high resolution  panoramic images are taken with a specialist  camera & lens and are then mapped into a fully interactive virtual tour, allowing the viewer to see, interact and understand the property as if they are actually there.
These great features now allow for a genuinely fully immersive experience that is unrivalled in the Northern Ireland market in terms of technology, quality and affordability.
  Benifits of  a 360º Property Views
iViewing.co.uk can seamlessly integrate a 360º virtual reality tours as an add-on to your estate agency website with a simple URL link and brand it with your corporate colours & logo etc.
  360º tours  can have a floorplan embedded so the viewer can experience exciting visuals with technical details of the property. This is a great marketing tool for estate agents and all other properties including hotels, theatres, bars and offices.",,,+44 07 541 542 175,United Kingdom
Roundme,Virtual Tours,Real Estate,https://round.me/,http://www.vrmeister.com/roundme/,"Roundme is an Android, iOS, and web app where users create interactive, simple-to-use and absolutely gorgeous virtual tours.
With Roundme visitors can enjoy a 360-degree immersive experience and visit incredibly diverse spaces, including scenic tourist destinations, natural wonders and historical landmarks as well as commercial and residential real estate properties.
  Experience Roundme for free:
Android: Google Play 
iTunes: App Store ",Contact,hello@round.me,(424) 335-9630,"Los Angeles, United States"
Scanetic,Virtual Tours,Real Estate,http://www.scanetic.com/,http://www.vrmeister.com/scanetic/,"Photo-quality, immersive virtual 3D walkthrough. Image galleries, 360º panoramas and fly-through videos lack the perspective and “feel” that our customers are now starting to expect.
A 3D Showcase™ creates a real understanding of the space. click on the image below and try it for yourself. Click the question mark symbol at any time to see the controls.",,,+44 (0) 20 7175 0557,United Kingdom
Theia Interactive,Virtual Tours,Real Estate,http://www.theia.io/,http://www.vrmeister.com/theia-interactive/,"With backgrounds in visual effects for film (Avatar, the Hobbit series), digital marketing, and game design and development, our team is committed to creating the gold standard in virtual experiences.
THEIA Interactive delivers mobile applications, configurators, flythrough videos, and unlimited renders.
The home buying experience.
Using game technology, we build fully immersive, user-directed tours of pre-built real estate, giving home buyers access to floorplans and amenities before the foundation has been poured or the first nail driven.
Real Estate Marketing
Our interactive virtual reality walkthroughs let buyers tour anything from anywhere via apps displayed on handheld devices, touchscreens, or VR headsets such as Oculus Rift or Gear VR, and our custom configurators allow buyers to select amenities with the click of a button.
Automotive Marketing.
We offer cutting-edge visualization solutions specifically designed for businesses committed to engaging buyers efficiently and creatively. Configurators give buyers maximum control while providing dealers with all the info needed to close the deal.
Luxury Marketing.
THEIA Interactive’s fully immersive 3D visualization technology targets affluent buyers, providing next-level marketing opportunities for builders of yachts, private jets and luxury automobiles.",,sayhello@theia.io,530.899.7708," San Francisco, United States"
REALVISION 360º,Virtual Tours,Real Estate,http://realvision360.com/,http://www.vrmeister.com/realvision-360/,"Panoramic Photographer
Virtual tour 360º Production
Website design and development
Digital graphic design
Project manager",Hernan David Munoz,info@realvision360.com,3004237078,Colombia
Truvision VR,Virtual Tours,Real Estate,http://www.truvisionvr.com/,http://www.vrmeister.com/truvision/,"WALK AROUND YOUR STRUCTURE BEFORE ITS BUILT
TruVision offers futuristic virtual reality experiences combined with precise architecture, allowing you to virtually walk around your new structure or environment prior to its construction.
We take models and drawings created by architects and use state of the art technology to create fully immersive environments designed to be used with virtual reality headsets.
OCULUS RIFT
To ensure the best possible viewing experience we provide all of our clients with an Oculus Rift headset, the market leading virtual reality headset.
VIRTUAL REALITY WALKTHORUGH
A fully immersive virtual realitywalkthrough experienced through the Oculus Rift headset
REALISTIC STILLS GALLERY
A set of realistic, high resolution image renderings from multiple angles and viewpoints
VIDEO WALKTHORUGH
A professionally cut and edited video walkthrough of the 3D rendered model
INTERACTIVE ONLINE WALKTHORUGH
An interactive online experience allowing navigation through your new structure
FROM YOUR DESIGNS TO VIRTUAL REALITY
We take the designs that you create and turn them into fully immersive virtual reality visualisations.",NA,NA,NA,United Kingdom
Matterport,Virtual Tours,Real Estate,http://matterport.com/,http://www.vrmeister.com/matterport/,"About
Matterport is a silicon valley technology company that makes it easy for anyone to create immersive cloud-based 3D models of real-world spaces that can be experienced, changed, and shared online.
Technology
The Matterport 3D System uses a patented camera, controlled through the user’s Apple iPad, to capture 3D and 2D images of an interior space. The camera rotates on a tripod that the user places around a room to capture every aspect of the space. Matterport’s proprietary technology then stitches together the data to create one complete 3D mesh with images overlaid onto all surfaces.  These models are then ready for users to walk through the interior, view as a doll-house, or see a floorplan through Matterport’s immersive online interface. The models also include complete linear and area measurement data. The resulting model can be viewed, modified, annotated, and shared using any computer or the Apple iPad.
Industries Served
Real Estate, Home improvement, Furnishings & Decor, Property Insurance, Real Estate Management, Construction Management, Hotels & Vacation Rentals, Retail Space Planning, Forensics, Animation, Public & Private Security and many others.
Matterport’s Purpose
Matterport enables anyone to digitally reconstruct real-world spaces for use in VR, AR, web, and mobile applications, offering an unprecedented level of immersion and the most realistic sense of actually being there. Our Matterport Spaces can be explored through our browser-based app, called 3D Showcase, as well as on highly immersive VR platforms, like Samsung Gear VR.
Matterport’s unique ecosystem gives people the freedom to experience any place, at any time. Our end-to-end immersive media platform is a quick, easy and affordable way to capture and explore real world spaces in immersive and photo-realistic 3D and VR. Matterport Spaces have tremendous applications in many industries, including real estate, hospitality, travel, event planning, media and entertainment, architecture, construction, retail and many more.",NA,NA,(650) 641-2241,United States
Insite VR,Virtual Tours,Real Estate,https://www.insitevr.com/,http://www.vrmeister.com/insite-vr/,"The easiest way to visualize your designs in virtual reality.
Experience your designs from a realistic perspective.
With InsiteVR you can transform your 3D models from 2D images and video flythroughs to explorable virtual reality experiences.
INTUITIVE
Start using virtual reality to prototype and present your designs. Clients who experience new spaces in virtual reality show better overall understanding and deeper confidence in the design.
READY TO GO
Don’t waste your time learning a new 3D engine or simplifying your models. Simply upload a 360 image or 3D model you’ve been working on and let InsiteVR handle the rest.
REMOTE WALKTHROUGHS
Give your clients a walkthrough of the space whether they’re sitting next to you or across the world.
WIRELESS
InsiteVR is optimized for smartphone powered VR headsets. No massive desktops! No cables!
SELL YOUR STORY
Set up the perfect sequence of virtual reality scenes and viewpoints.
STAY IN CONTROL
During your presentation, control where your clients are to avoid losing anyone in the virtual world! VR can be fun, but we mean business.",NA,NA,NA,United States
Augmented Pixels,Virtual Tours,Real Estate,http://augmentedpixels.com/,http://www.vrmeister.com/augmented-pixels/,"Real Estate:
The customized solution for real estate developers, which allows them to advertise construction projects using augmented reality technology.
Drones:
Minimise crashes and improve navigation while using drones indoors!
Retail:
How to boost RETAIL sales with Augmented Reality! Techniques described in the presentation significantly improve the effectiveness of sales.
Cinemas:
The immersive games are great tool to run loyalty campaigns and in-house promotions. Get customers attached to your brand and increase revenue.
Home appliances:
ShowInRoom is an interactive tool for salespeople and homeowners, answering the #1 question prospective buyers ask: “what is that unit going to look like in my room”?
Furniture:
ShowInRoom for the furniture combines the advantages of e-commerce and in-store shopping to generate greater sales and reduce return rates.",NA,ceo@augmentedpixels.com,14086684340,United States
Opus VR,Virtual Tours,Real Estate,http://www.opusvr.com/,http://www.vrmeister.com/opus-vr/,"Virtual Reality – Made with Love in Hamburg
The Revolutionary VR-360°-Marketing-Tool for Real Estate & Architecture
We provide professional realtime 3D and virtual reality solutions for businesses worldwide with more than 20 years of experience.
Based on CAD (or other) data we generate photorealistic real time rendered pictures and videos from architecture, landscapes, cars, planes, ships, etc.
Users can experience our visualizations at any time and everywhere they want at their smartphones, TVs, tablets, desktops, and VR headsets.
“Opus VR created an extraordinary image quality and a truly immersive experience of our architecture in realtime – I can just say: wow!”
(Quote by a really impressed customer – summer 2015)",NA,NA,NA,Germany
feliXart,Virtual Tours,Architecture,http://www.felixartstudios.com/,http://www.vrmeister.com/felixart/,We create Virtual Reality 3D Animations and Simulations for Architecture and Entertainment Industry.,MIKTAD TAHİR DURAK – VR ENGINEER,mtd@felixartstudios.com,5334207792,Kayseri / Turkey
Estudiofuture,Virtual Tours,Architecture,http://estudiofuture.com/,http://www.vrmeister.com/estudiofuture/,"Estudiofuture was founded in 2009 by a team of experts in computer graphics who had a shared vision for applying 3D animation and gaming technology to new markets.
Now, virtual reality finally arrived and we are fully qualified to get the best out of it.
We are specialised in immersive 3D experiences and simulations.",Joaquin Ruiperez,info@estudiofuture.com,,Spain
Mi5VR,Virtual Tours,Architecture,http://mi5vr.com/,http://www.vrmeister.com/mi5vr/,"Digital Era is redefining in a disrupted way our daily life experience. We are inhabiting physical and virtual scenarios simultaneously, from our homes to our screens. We, Architects, have a commitment with this amplified personal space.
WHAT WE DO?
VIRTUAL ARCHITECTURE
We design spatial experiences for Virtual Reality. The projects offer an immersive and interactive navigation related to museums, retail, shopping, real state… using Oculus Rift and Samsung Gear.
REAL ARCHITECTURE
Since 1999, we have been designing physical experiences aimed to enhance user´s life. The works include award-winning projects of different scales. Our architecture has been highly published and exhibited worldwide.
WE TEACH
We are researching with the most brilliant minds of the coming generations in the architecture, design and digital field. We are at several universities such as the Architectural Association, the Istituto Europeo di Design, etc.
A PILL OF OUR PHILOSOPHY FOR VR
“Imagine your personal space beyond limitations of budget, location, square meters or gravity… beyond the limits imposed by physical restrictions.
And imagine your digital space finally conceived as a Space.
Live Architecture at its full potential!”",Nacho Martín,studio@mi5vr.com,34913196079,Madrid & London
AVRGE,Virtual Tours,Virtual Environment,http://www.avrge.com/,http://www.vrmeister.com/avrge/,"AVRGE is a highly specialized company in developing 360º video, Augmented Reality and Virtual Reality solutions.
We build digital immersive Augmented- and Virtual Reality environments around any product and develop these experiences with the most advanced technology.
The only limit is your own fantasy!
 ",Mitchell de Mol,business@avrge.com,,the Netherlands
Art for After Hours,Virtual Tours,Virtual Environment,http://www.artforafterhours.com/,http://www.vrmeister.com/art-for-after-hours/,"Art for After Hours, founded in 2001 by Anthony Cappetto, an internationally recognized 3D anamorphic artist designs and creates hand drawn 3D immersive environments using chalk, paints integrated with 4D emerging technologies such as virtual (VR), augmented (AR), and mixed (MR) reality for corporate/branding/advertising/public relations/government projects and initiatives worldwide.
4D emerging technologies can be seamlessly integrated into Art for After Hours 3D Immersive Environments with multiple combinations of vertical, ground panels designed fully with art, products, imagery for a total art experience in your corporate/branding/tradeshow messages all using traditionally hand drawn designed 3D anamorphic art by Anthony Cappetto and his art and 4D technology team.
360 degree, massive, video projection takes the 3D 4D immersive experience even further in scale, scope, and conceptual content.
  Contact us for additional information.
Due to the budgets and logistics required for optimum activations we ask that responses are serious inquiries with preliminary budgeting in place, dates, locations, markets, established for activations prior to proposals when contacting.",Anthony Cappetto,acappetto@artforafterhours.com,7187775850,"New York, United States"
Octarina,Virtual Tours,Virtual Environment,http://www.octarina.com/,http://www.vrmeister.com/octarina/,"Octarina is a creative company focusing on the conception and development of innovative projects.
Using intuitive experience as our driving and shaping force, Octarina proposes imaginative solutions with purposeful expertise allied to cutting-edge technologies such as immersive 3D, augmented reality and new human interactive devices such as gesture control.
We have a strong background in the area as former key people of Virtools and Dassault Systèmes (3DVIA brand).
We provide different services: conception, R&D, application development, modelisation and animation.",,stephane@octarina.com,,France
DIVR Virtual Reality,Virtual Tours,Virtual Environment,http://www.divr.com.br/,http://www.vrmeister.com/divr-virtual-reality/,"DIVR (diver or Deep Immersive Virtual Reality) is a startup based on Sao Paulo – Brazil focused on telling stories through virtual reality.
We create CGI environments or make 360 degree videos for a lot of businesses: from Healthcare and Education to Real estate or Agencies.",Andre Torales,andre@divr.com.br,+55 11 9 7596 9663,Sao Paulo
Catopsys,Virtual Tours,Virtual Environment,http://www.catopsys.fr/home,http://www.vrmeister.com/catopsys/,"Catopsys develops solutions for real-time panoramic projection and visualisation of images, videos or 3D scenes to enhance the immersive experience in virtual environments thanks to 3D calibration technology that adapts to any kind of projection environment. This immersive vision is further enhanced by a surround sound system.
The combination of these innovative immersive technologies and the business and industrial skills of Catopsys partners allows us to offer immersive solutions for limited budgets. These solutions are simple to install, operate and move.
Catopsys technology is open to all content formats and is compatible with all interactive devices and virtual reality content. This open-ended architecture will facilitate innovation in the use and creation of new content in a wide variety of fields.",,contact@catopsys.com,+33 (0)9 72 31 86 11,France
Xenodu,Virtual Tours,Virtual Environment,http://www.xenodu.com/,http://www.vrmeister.com/xenodu/,"Xenodu Ltd. was formed in 2007 with its headquarters in Elstree, UK and has a company mission to further the application of immersive virtual environments technologies for socially beneficial purposes, particularly within the health and learning sectors.
Much of our work is in close collaboration with organisations involved in social and emotional learning with an extensive collaborative network of professionals and partners with specialisms ranging from hardware and software technology development to education and psychology.
We are active in tackling key sustainability issues in our business and seek to support the communities in which we operate through responsible business practice including protecting the environment and community engagement.
For more information or if you would like to discuss your ideas, please feel free to contact us using the form below to send us an email.",,,,United Kingdom
Techviz,Virtual Tours,Virtual Environment,http://www.techviz.net/,http://www.vrmeister.com/techviz/,"Techviz is a global provider of a market-leading immersive 3D visualization technology.
With TechViz XL, display your 3D virtual prototypes in real time in high resolution directly from your desktop 3D application into your 3D virtual environment, without data conversion.
A fully immersive environment, compatible with a large range of VR applications.
Visit our Paris HQ showroom facility with a 4 sided Cave.
Bring your own model to view it in our CAVE. Contact us to organize a demonstration or an open day.",,techviz-sales@techviz.net,+33 (0)1 55 03 00 66,France
Spectral VR,Virtual Tours,Virtual Environment,http://www.spectralvr.com/,http://www.vrmeister.com/spectral-vr/,Marketplace for immersive Virtual Reality experiences,NA,NA,NA,United States
Kzero,VR Development,Analytics,http://www.kzero.co.uk/,http://www.vrmeister.com/kzero/,"KZero is a consulting firm for companies and organisations operating in the virtual space.
Our services bring companies and products to market smarter and faster.
  BUSINESS PLANNING
Business model assessment/development, financial modelling, market sizing, investor services and business planning
PRODUCT DEVELOPMENT
Imagineering, concept assessment/development, game design documentation and feature-set creation
MONETISATION
Conversion improvement, average user revenue growth, new revenue channels and real/virtual revenue strategies
MARKETING
User acquisition planning/activation, market positioning, new territory assessment and launch planning
BENCHMARKING
Game audits, kpi benchmarking, user journey evaluation and competitor analysis
PRODUCT PLACEMENT
Branded virtual goods strategies, virtual product placement and brand/game strategies
 ",,,+44 1223 968 441,United Kingdom
,VR Development,Analytics,,http://www.vrmeister.com/vr-development/#,,,,,
FocalHub,VR Development,Analytics,http://focalhub.co/,http://www.vrmeister.com/focalhub/,"FocalHub is a free virtual reality analytics tool.
Our 3D Visual Heatmaps allow developers to understand where users look in VR.
Progression Mapping lets you beautifully & automatically visualize where users score, die, win and more.
We have a tool chest of other great features and functionality such as Relays which let you save parameters in our secure cloud backend and have the ability to update them on the fly without uploading an entirely new build, crash reporting, a real-time dashboard, all at enterprise level scale.",Mark Miscavage,community@focalhub.co,,"New York, New York"
inVRsion s.r.l.,VR Development,Analytics,http://www.invrsion.com/,http://www.vrmeister.com/invrsion-s-r-l/,"Our mission is to develop VR top level immersion solutions by pushing forward research and forecasting future scenarios.
Our team includes engineers, 3d experts and designers able to develop hardware and software solutions that are capable to explore and reach the highest levels of performance today.
We’re focusing on business to business simulation of photorealistic immersive and interactive environments, implemented with real-time rendering engines and empowered with business intelligence software solutions.
Our main target and reference point are Retail, Automotive and Real Estate.",,,,Milano Italy
Datavized,VR Development,Analytics,http://datavized.com/,http://www.vrmeister.com/datavized/,"datavized is a New York City-based immersive design studio.
datavized is focused on data-driven virtual reality (VR) with particular expertise in data visualization and WebVR development.
Our mission is to push the creative and technical boundaries of immersive media production.
We create virtual experiences with real impact.
Our team combines producers of interactive storytelling with experts in software engineering, advised and mentored by seasoned entrepreneurs and industry thought leaders.
Using immersive platforms – Virtual Reality (VR), Augmented Reality (AR) and 360° Video – we create virtual experiences of real information.
These experiences connect human intelligence and emotion with big data sets in compelling, innovative ways to amplify empathy and cognition.
  Let us help you create immersive experiences that transport your audience into the invisible world of information.",Debra Anderson,contact@datavized.com,9173636027,United States
Fishbowl VR,VR Development,Analytics,http://www.fishbowlvr.com/,http://www.vrmeister.com/fishbowl-vr/,Fishbowl VR is building a testing and analytics platform to help virtual reality developers figure out what works and what doesn’t in VR through a remote panel of hundreds of early adopters.,,support@fishbowlvr.com,,United States
Basemark,VR Development,Analytics,http://www.basemark.com/,http://www.vrmeister.com/basemark/,"Basemark, in partnership with Crytek, is a developer of the definitive PC system benchmark for virtual reality gaming.",Tero Sarkkinen,tero@basemark.com,,Helsinki Finland
Ocularize,VR Development,VR Apps,http://www.ocularize.com/,http://www.vrmeister.com/ocularize/,"Ocularize is a community of VR enthusiasts promoting safety and comfort when using VR headsets.
Apart from giving the latest news regarding Virtual Reality and serving affordable VR headsets and accessories, Ocularize shares unique VR content especially VR concepts when funding the virtual community industry is starting to rise.
These ideas and concepts will fuel VR developers and VR content creators to develop entertaining VR games and videos as well as educational VR apps for the future of VR technology.",Ozwald,ocularize@gmail.com,,New York
AVRGE,VR Development,VR Apps,http://www.avrge.com/,http://www.vrmeister.com/avrge/,"AVRGE is a highly specialized company in developing 360º video, Augmented Reality and Virtual Reality solutions.
We build digital immersive Augmented- and Virtual Reality environments around any product and develop these experiences with the most advanced technology.
The only limit is your own fantasy!
 ",Mitchell de Mol,business@avrge.com,,the Netherlands
AustechVR,VR Development,VR Apps,http://www.austechvr.com.au/,http://www.vrmeister.com/austechvr/,  AustechVR provide Google Cardboard Headsets to both Retail and Wholesale customers in Australia.,Ken Lee,sales@austechvr.com.au,432899063,Australia
INVAR Studios,VR Development,VR Apps,http://invarstudios.com/,http://www.vrmeister.com/invar-studios/,"INVAR Studios is the first transnational Virtual and Augmented Reality content creation company based out of both San Jose and India. We produce immersive and engaging content for the entertainment, education and medical sectors.
INVAR Studios has an impressive, varied, and experienced team.
 ",Elizabeth Koshy,Elizabeth@invarstudios.com,,San Jose
Remoria VR,VR Development,VR Apps,http://www.remoriavr.com/,http://www.vrmeister.com/remoria-vr/,"Remoria VR developed Lignum, a controller specifically designed for mobile virtual reality.
Thanks to the built-in sensors, Lignum features orientation and motion tracking  to ensure an immersive VR experience with your own smartphone.
Lignum is compatible with iOS and Android devices granting the same latency (<10ms) across both platforms.",Matteo Pisani,hello@remoriavr.com,393455176897,Rome
Virtual Reality Hire,VR Development,VR Apps,http://www.virtualrealityhire.com/,http://www.vrmeister.com/virtual-reality-hire/,"The UK’s number 1 virtual reality equipment hire company. Specialist providers of virtual reality equipment for corporate events, trade shows, product launches and parties.",Steve,info@virtualrealityhire.com,1630695658,United Kingdom
Show it 360,VR Development,VR Apps,http://www.showit360.de/,http://www.vrmeister.com/show-it-360/,"Show it 360 provides innovative services and marketing solutions in the area of indoor visualisation. We offer 3D capture & mapping for virtual tours including floor plans and dollhouse-views.
Our solutions are particularly suited for optimizing process and costs of projects in construction and real estate, indoor-navigation solutions and online-marketing activities in the industries of accommodation, automotive, architecture, construction, exhibitions, gastronomy & hotel, real estate and tourism.",Melanie Reithofer,info@showit360.de,+49 800 36 78 724,Munich/Germany (HQ)
StitchedUp VR,VR Development,VR Apps,http://www.stitchedupvr.com/,http://www.vrmeister.com/stitchedup-vr/,StitchedUp VR is a Shanghai-based VFX company specialising in 360 VR video post-production and stitching services.,Stefan Innerhofer,stefan@stitchedupvr.com,,Shanghai
BIVROST – VR Video Technologies,VR Development,VR Apps,http://bivrost360.com/,http://www.vrmeister.com/bivrost-vr-video-technologies/,"BIVROST™ is an European manufacturer of 360° video capturing gear, often used for live 360° streaming and cinematic VR video production. BIVROST™ develops a complete set of tools enabling the production and experience of the stereoscopic video in 360° format, including professional camera rigs, power and control management utilities, (live) stitching software, VR video players.
In 2015 BIVROST™ joined the OSVR consortium, supporting community with video players (for Oculus Rift, HTC Vive, OSVR-compatible headsets).
Bivröst in Nordic mythology is a mystic land bridge connecting a simple world of humans with an unreachable magical world of Gods. We are convinced that the cinematic VR starts a revolution in the very experience of reality.
And that BIVROST™ becomes a significant part of this profound change.",Alina Jaworska,alina.jaworska@bivrost360.com,,Warsaw Poland
,VR Development,VR Apps,,http://www.vrmeister.com/create-360-video/,,,,,
,VR Development,VR Apps,,http://www.vrmeister.com/magic-leap-reveal-ar-glasses/,,,,,
,VR Development,VR Apps,,http://www.vrmeister.com/5-best-vr-horror-experiences-for-cardboard/,,,,,
,VR Development,VR Apps,,http://www.vrmeister.com/pokemon-go-how-does-it-work/,,,,,
,VR Development,VR Apps,,http://www.vrmeister.com/simulated-ballistics-gel-the-death-of-the-health-bar/,,,,,
Emagine,VR Development,VR Apps,http://www.emagine.ie/,http://www.vrmeister.com/emagine/,"An award-winning, full service design and development agency in Dublin and Waterford, Ireland",,celbridge@emagine.ie,+353 (0)1 685 3222,Ireland
,VR Development,VR Apps,,http://www.vrmeister.com/can-vr-help-cure-kids-hydrophobia/,,,,,
,VR Development,VR Apps,,http://www.vrmeister.com/5-best-google-cardboard-apps-games-july-2016-2/,,,,,
GesturesIO,VR Development,VR Apps,http://gestures.io/,http://www.vrmeister.com/gesturesio/,"GesturesIO was born on the idea that gesture-based interaction will reinvent how people interact with public events.
We create a tool that gives that possibilities to any Javascript or Actionscript coder.
Our users work in advertising and digital signage markets, mostly.
But a growing community uses GesturesIO for astounding projects dealing with education, home automation as health.
  Who should naturally join in?
People having skills in Javascript or Flash Actionscript 3.
People owning a 3D sensor (Kinect for Xbox, Kinect for Windows, Asus Xtion, PrimeSense Carmine, Creative Senz3D, etc…).
People working in Digital Signage Content service Agencies.
People ready to create new interactive dimensions!",,,,France
Arch Virtual,VR Development,VR Apps,http://archvirtual.com/,http://www.vrmeister.com/arch-virtual/,"We don’t just build stuff. We are obsessed with knocking every project out of the park, and don’t stop until we have exceeded every client’s expectations. Instead of huddling around cubicles, we recruit the most talented independent contractors and collaborate remotely, using the latest and greatest collaboration technologies.
By managing projects this way, we can lower the cost of our services, speed up our delivery time, bring highly specialized developers around specific project needs, and rapidly scale the size of the team around the projects we’re tackling.
Just ask any of our clients, and they’ll attest to the full service, agency level communication and quality they receive when working with Arch Virtual.",,info@archvirtual.com, 608.219.9318,Madison Wisconsin
,VR Development,VR Apps,,http://www.vrmeister.com/vr-porn-getting-really-popular/,,,,,
Cappasity,VR Development,VR Apps,http://www.cappasity.com/,http://www.vrmeister.com/cappasity/,"Cappasity™ is a cloud-based platform that lets you deliver 3D shopping experience to your customers. Only 7% of total retail shopping happens online. This reveals a huge gap in the online shopping experience and Cappasity Inc. has created a system which bridges this gap.
Cappasity™ is designed for seamless integration of 3D content into business processes: starting from creation of 3D models to their demonstration on websites, mobile and VR devices.
Cappasity Inc. also offers a range of 3D scanning software solutions: Easy 3D Scan™, Easy 3D Booth™ and Easy 3D Box. These affordable scanning solutions provide an easy way to obtain high-quality 3D models, with no technical skills or knowledge required.",Konstantin Popov,info@cappasity.com,,Santa Clara
Cachopo Studio VR,VR Development,VR Apps,http://www.cachopostudio.com/,http://www.vrmeister.com/cachopo-studio-vr/,"Small indie company focused on VR.
We make enviromental virtualization and make simulation apps for Oculus, Vive and Mobile.
Experience in Health apps and VR Videogames.",Rebeca,hola@cachopostudio.com,+34 717700798,Spain
Future Lighthouse,VR Development,VR Apps,http://www.futurelighthouse.com/,http://www.vrmeister.com/future-lighthouse/,"Future Lighthouse is a virtual reality studio based on storytelling and innovation. We tell immersive stories, build fictional worlds and aim for the future of narrative to take virtual reality to the next level.
Virtual Reality opens a new way to tell stories with a limitless potential and the capability to profoundly transform the way we see the world through technology.
It’s not just a new gadget or a format, it’s a whole new language and its implications are boundless: from creating new environments for education to social experiences, with unimaginable formats of interactive and audiovisual content.
 ",,hi@futurelighthouse.com,,United States
Virtual Reality Ventures,VR Development,VR Apps,http://www.virtualrealityventures.com.au/,http://www.vrmeister.com/virtual-reality-ventures/,"Virtual Reality Ventures is at the forefront of the corporate virtual reality industry
We are leaders in one of the world’s most exciting, fastest growing mediums: immersive technologies.
We specialise in providing real VR solutions to some of the biggest companies in Australia and the world. As an official Samsung partner, we are develop high-quality, custom 360 media, apps and software that drive profit and grow business for our clients.
We understand the needs of the high-performing corporate sector because we have been there. Our managing director, Stefan Pernar, has held director roles in Fortune 500 companies and is the president of the Australian Virtual Reality Industry Association giving him a unique perspective on the sector as a whole.
Not just a tech company, but an innovation power house, we offer a wide range of tailored services including corporate consulting, app development, content creation and more.
Get in touch today to find out how you can start using virtual reality as part of your business.",,,1800993225,Australia
,VR Development,VR Apps,,http://www.vrmeister.com/watch-olympics-virtual-reality/,,,,,
,VR Development,VR Apps,,http://www.vrmeister.com/kinect-gets-second-life-vr/,,,,,
Outhouse Games,VR Development,VR Apps,http://outhousegames.org/,http://www.vrmeister.com/outhouse-games/,"Our independent company is passionate about technology, games, and virtual reality!
We are fortunate to have a full service team of programmers, artists, and audio technicians to complete projects.
We’ve completed multiple VR and AR products to our clients’ satisfaction.
We are constantly advancing our knowledge in the VR tech field as we produce our own internal projects as well as work for various clients.
We are excited to put ourselves to the test of creating immersive VR experiences.",Chris Borden,chris@outhousegames.org,407-256-7447,Orlando FL
Riftmax,VR Development,VR Apps,http://www.riftmax.com/,http://www.vrmeister.com/riftmax/,"Have you ever seen a great movie and wished you could share that experience with friends and family that lived far away?
How about going on a karaoke date with a loved one who is out on business miles away?
Have you ever watched a TV show where people discussed the latest technology or current events, and wished you could participate?
How about going on stage and trying your luck as a comedian without worry of much of the anxiety?
All of this and more is possible with Riftmax!
Create VR Experiences, Share them Instantly
A Theater Fueled by Your Imagination
Create your own unique VR experiences and share them with others, all in one sitting. The Experience Creator makes it easy for people of all experience levels to create VR experiences and sequences for others to enjoy.
Enhance videos with real effects that come out of the screen and surround your guests.
Or choose from the many featured experiences that are ready to go at any time!",,,,United States
VR Next Story,VR Development,VR Apps,http://vrnextstory.com/,http://www.vrmeister.com/vr-next-story/,"VR next story is just that, already developing long tern VR series in educational VR videos for the FDA, and new proosed educational series to the United Nations etc.
With over 45 years expereince in feature film special effcts, set, production design, thetaer and vents production, we deliver the VR world you need.",Paul-Felix Montez,makepeaceday@gmail.com,,Los Angeles
GeoMedia,VR Development,VR Apps,http://geomedia.com/,http://www.vrmeister.com/geomedia/,"It takes a certain amount of guts to attack an entirely new medium or ambitious new project with reckless abandon. Our guts are backed by serious know-how, built from experience on-set and honed in back room suites where technology and vision coalesce into the final product.
Geomedia encompasses a multitude of disciplines and capabilities, which makes our company a little hard to describe.
We’re a combination between a 3D animation and visual effects studio, a film production company, a mobile app developer and a serious games design firm.
But that only scratches the surface.
The best way to explain what sets us apart is to tell you about our methodology.",,info@geomedia.com,2106145900,United States
Reality Technologies,VR Development,VR Apps,http://www.realitytechnologies.com/,http://www.vrmeister.com/reality-technologies/,"Reality Technologies is the ultimate resource platform to learn about the many forms of reality technology – virtual reality, augmented reality, and mixed reality.
Whether you are an entrepreneur, investor, or simply looking to learn more about the latest gear, Reality Technologies can provide you with insights found nowhere else on the web about all aspects of this rapidly emerging industry.
We consistently add the latest information, companies, products, and services to provide our users with the ability to quickly and comprehensively understand the entire landscape of reality technologies.",,,,United States
